ID,Year_Birth,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kidhome,Teenhome,Child,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Accepted_Cmp,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
9699,1966.0,48.0,Pre-retirement,Graduate,Single,67272,Middle Income,0,1,Yes,2013-12-21,12,0,357,35,271,28,28,14,733,3,0,0,0,0,0,No,0,6,2,12,5
10664,1949.0,65.0,Elderly,Postgraduate,Single,51529,Middle Income,0,1,Yes,2013-09-07,14,0,400,4,35,6,0,22,467,2,0,0,0,0,0,No,0,9,1,5,8
5455,1971.0,43.0,Middle-aged,Postgraduate,Relationship,32011,Low Income,1,0,Yes,2013-08-22,89,0,99,0,15,2,1,5,122,3,0,0,0,0,0,No,0,2,1,4,7
456,1986.0,28.0,Early worker,Postgraduate,Relationship,7500,Low Income,1,0,Yes,2013-02-07,96,0,1,11,5,4,6,9,36,2,0,0,0,0,0,No,0,2,0,3,8
5012,1989.0,25.0,Early worker,Graduate,Relationship,28691,Low Income,1,0,Yes,2013-07-04,56,0,5,4,13,8,0,4,34,1,0,0,0,0,0,No,0,1,0,3,8
7495,1948.0,66.0,Elderly,Postgraduate,Relationship,56223,Middle Income,0,1,Yes,2013-12-20,72,0,77,28,31,16,0,4,156,2,0,0,0,0,0,No,0,2,1,5,4
5029,1946.0,68.0,Elderly,Graduate,Relationship,18100,Low Income,0,0,No,2013-08-06,14,0,3,1,2,4,3,1,14,1,0,0,0,0,0,No,0,0,0,3,5
10642,1989.0,25.0,Early worker,Graduate,Single,30279,Low Income,1,0,Yes,2012-12-30,13,0,10,4,14,4,4,1,37,1,0,0,0,0,0,No,0,1,0,3,8
2106,1974.0,40.0,Middle-aged,Postgraduate,Relationship,20130,Low Income,0,0,No,2014-03-17,99,0,0,6,3,7,6,12,34,1,0,0,0,0,0,No,0,1,0,3,8
10364,1959.0,55.0,Retirement,Graduate,Single,23295,Low Income,0,0,No,2013-07-13,72,0,0,0,1,2,12,5,20,1,0,0,0,0,0,No,0,1,0,2,8
5954,1972.0,42.0,Middle-aged,Postgraduate,Single,42618,Middle Income,1,0,Yes,2013-10-09,92,0,76,14,74,13,5,10,192,2,0,0,0,0,0,No,0,5,0,4,8
1137,1964.0,50.0,Pre-retirement,Graduate,Single,81246,Upper Income,0,0,No,2013-12-29,87,0,398,190,537,61,156,37,1379,1,1,0,1,0,0,Yes,0,4,5,7,1
2541,1976.0,38.0,Middle-aged,Graduate,Relationship,24027,Low Income,1,0,Yes,2013-06-09,7,0,14,7,11,11,0,5,48,2,0,0,0,0,0,No,0,2,0,3,8
1142,1953.0,61.0,Retirement,Postgraduate,Relationship,55707,Middle Income,0,1,Yes,2013-12-22,91,0,208,7,82,30,66,35,428,2,0,0,0,0,0,No,0,3,2,9,3
2276,1955.0,59.0,Retirement,Graduate,Single,57959,Middle Income,0,1,Yes,2013-05-02,71,0,430,16,322,43,24,33,868,5,0,0,0,0,0,No,0,4,7,11,3
2807,1969.0,45.0,Pre-retirement,Graduate,Relationship,56796,Middle Income,0,1,Yes,2013-02-16,24,0,656,38,161,62,47,37,1001,3,0,0,0,0,0,No,0,8,9,7,7
6471,1971.0,43.0,Middle-aged,Postgraduate,Single,36230,Middle Income,1,0,Yes,2013-10-17,17,0,14,2,30,8,2,3,59,1,0,0,0,0,0,No,0,2,0,4,5
6131,1980.0,34.0,Early worker,Postgraduate,Relationship,70829,Upper Income,1,1,Yes,2013-12-01,87,0,141,70,106,72,19,23,431,2,0,0,0,0,0,No,0,4,2,8,3
6233,1976.0,38.0,Middle-aged,Graduate,Relationship,65991,Middle Income,0,1,Yes,2012-09-07,21,0,507,19,364,25,47,9,971,3,0,0,0,0,0,No,0,9,5,10,7
4148,1972.0,42.0,Middle-aged,Graduate,Relationship,38988,Middle Income,1,2,Yes,2012-08-20,90,0,164,24,103,12,3,42,348,7,0,0,0,0,0,No,0,5,1,6,8
4947,1966.0,48.0,Pre-retirement,Postgraduate,Single,89572,Upper Income,0,0,No,2012-09-15,44,0,606,24,974,197,194,64,2059,1,1,0,0,1,0,Yes,1,7,7,9,4
3225,1984.0,30.0,Early worker,Postgraduate,Relationship,42207,Middle Income,1,0,Yes,2013-04-01,71,0,116,11,72,3,17,46,265,4,0,0,1,0,0,Yes,1,4,1,5,6
7540,1952.0,62.0,Retirement,Graduate,Relationship,50300,Middle Income,0,1,Yes,2014-05-25,52,0,143,15,60,24,23,5,270,2,0,0,0,0,0,No,0,2,1,8,2
10648,1982.0,32.0,Early worker,Postgraduate,Relationship,66664,Middle Income,0,0,No,2012-09-25,78,0,398,96,447,220,96,32,1289,1,0,0,0,0,0,No,0,5,7,6,3
1992,1964.0,50.0,Pre-retirement,Graduate,Relationship,60597,Middle Income,0,1,Yes,2014-01-01,2,0,522,0,257,32,16,66,893,4,1,0,0,0,0,Yes,1,2,2,8,7
7851,1949.0,65.0,Elderly,Graduate,Single,70165,Upper Income,0,0,No,2013-09-22,60,0,161,0,253,199,191,122,926,1,0,0,0,0,0,No,0,3,7,11,1
8594,1958.0,56.0,Retirement,Postgraduate,Single,50520,Middle Income,0,1,Yes,2014-01-28,25,0,112,0,6,2,1,14,135,2,0,0,0,0,0,No,0,3,1,3,6
7059,1963.0,51.0,Pre-retirement,Graduate,Relationship,80124,Upper Income,0,0,No,2014-06-26,47,0,483,84,398,205,84,241,1495,1,0,0,1,0,0,Yes,0,3,7,8,1
2815,1975.0,39.0,Middle-aged,Graduate,Relationship,33183,Low Income,1,0,Yes,2014-02-24,46,0,7,5,39,17,15,37,120,2,0,0,0,0,0,No,0,4,0,3,7
2416,1969.0,45.0,Pre-retirement,Postgraduate,Single,66582,Middle Income,0,0,No,2014-03-03,83,0,789,25,420,16,38,0,1288,1,0,0,0,0,0,No,0,2,8,9,1
7999,1955.0,59.0,Retirement,Postgraduate,Relationship,75261,Upper Income,0,0,No,2013-04-23,17,0,1239,17,413,23,34,17,1743,1,0,0,0,1,1,Yes,1,5,6,5,2
9213,1970.0,44.0,Middle-aged,Graduate,Single,31880,Low Income,1,0,Yes,2012-10-31,13,0,4,1,5,2,0,3,15,1,0,0,0,0,0,No,0,1,0,2,8
9697,1951.0,63.0,Retirement,Graduate,Relationship,53790,Middle Income,0,2,Yes,2014-03-06,86,0,335,42,127,28,5,5,542,3,0,0,0,0,0,No,0,7,2,8,6
3916,1971.0,43.0,Middle-aged,Postgraduate,Relationship,49269,Middle Income,1,0,Yes,2012-08-15,92,0,639,8,166,11,8,58,890,3,0,0,0,0,0,No,0,7,3,12,7
2021,1975.0,39.0,Middle-aged,Graduate,Relationship,61456,Middle Income,0,1,Yes,2013-03-27,47,0,563,76,384,84,192,89,1388,4,0,0,0,0,0,No,0,6,10,13,4
1581,1980.0,34.0,Early worker,Graduate,Relationship,37406,Middle Income,1,0,Yes,2013-10-10,18,0,2,0,8,2,2,3,17,1,0,0,0,0,0,No,1,1,0,2,8
564,1981.0,33.0,Early worker,Postgraduate,Relationship,56937,Middle Income,1,0,Yes,2012-08-04,81,0,746,8,125,11,8,8,906,7,0,0,0,1,0,Yes,1,8,6,9,6
6619,1978.0,36.0,Middle-aged,Graduate,Relationship,38415,Middle Income,1,1,Yes,2013-01-02,91,0,22,1,13,4,0,4,44,2,0,0,0,0,0,No,0,1,0,3,7
9081,1988.0,26.0,Early worker,Graduate,Single,20518,Low Income,1,0,Yes,2014-05-18,58,0,4,1,6,4,1,9,25,1,0,0,0,0,0,No,0,1,1,2,5
178,1956.0,58.0,Retirement,Graduate,Relationship,62503,Middle Income,0,1,Yes,2013-02-18,40,0,478,0,193,110,75,117,973,4,0,0,0,0,0,No,0,8,3,11,5
916,1972.0,42.0,Middle-aged,Postgraduate,Single,41644,Middle Income,1,1,Yes,2014-05-09,67,0,20,3,4,2,0,2,31,2,0,0,0,0,0,No,0,1,0,3,3
5512,1977.0,37.0,Middle-aged,Postgraduate,Relationship,55842,Middle Income,0,1,Yes,2014-05-23,19,0,451,0,39,0,4,24,518,1,0,0,0,0,0,No,0,7,1,8,5
8970,1972.0,42.0,Middle-aged,Postgraduate,Relationship,62010,Middle Income,0,1,Yes,2012-10-23,93,0,371,22,39,6,0,92,530,4,0,0,0,0,0,No,0,6,2,7,5
10581,1977.0,37.0,Middle-aged,Graduate,Relationship,41124,Middle Income,1,0,Yes,2012-10-31,41,0,281,7,84,15,0,119,506,7,0,0,0,0,0,No,0,7,3,4,8
5300,1973.0,41.0,Middle-aged,Postgraduate,Relationship,38961,Middle Income,1,0,Yes,2013-12-30,60,0,19,7,19,0,1,24,70,1,0,0,0,0,0,No,0,2,1,2,7
5154,1972.0,42.0,Middle-aged,Postgraduate,Single,37760,Middle Income,1,0,Yes,2013-08-11,54,0,26,3,13,2,10,0,54,1,0,0,0,0,0,No,0,2,0,3,6
8346,1974.0,40.0,Middle-aged,Graduate,Single,32233,Low Income,1,0,Yes,2012-08-19,26,0,138,15,35,25,11,72,296,2,0,0,1,0,0,Yes,1,6,2,2,9
1676,1975.0,39.0,Middle-aged,Graduate,Relationship,43057,Middle Income,0,1,Yes,2013-10-30,30,0,213,2,44,0,2,5,266,4,0,0,0,0,0,No,0,4,2,5,5
9286,1960.0,54.0,Pre-retirement,Postgraduate,Relationship,83151,Upper Income,0,0,No,2012-10-10,93,0,407,28,100,120,74,18,747,1,0,0,0,0,0,No,0,5,9,4,3
2426,1964.0,50.0,Pre-retirement,Postgraduate,Single,78825,Upper Income,0,0,No,2012-09-14,35,0,483,74,114,169,37,18,895,1,0,0,0,0,0,No,1,5,10,13,3
5172,1976.0,38.0,Middle-aged,Postgraduate,Relationship,65104,Middle Income,0,1,Yes,2013-11-14,4,0,738,0,232,13,20,50,1053,2,0,0,0,0,0,No,0,3,5,7,7
5562,1974.0,40.0,Middle-aged,Graduate,Relationship,60093,Middle Income,0,1,Yes,2013-06-26,92,0,502,12,109,16,6,90,735,2,0,0,0,0,0,No,0,7,2,10,6
3436,1969.0,45.0,Pre-retirement,Graduate,Relationship,14045,Low Income,1,0,Yes,2014-01-26,24,0,11,0,5,2,1,1,20,1,0,0,0,0,0,No,0,1,0,3,7
3921,1952.0,62.0,Retirement,Postgraduate,Single,28457,Low Income,0,0,No,2012-10-28,96,0,24,1,108,29,29,14,205,1,0,0,0,0,0,No,0,4,1,4,8
3403,1958.0,56.0,Retirement,Postgraduate,Relationship,78952,Upper Income,0,1,Yes,2012-09-24,11,0,1170,19,594,99,76,134,2092,2,0,0,0,0,0,No,0,2,5,12,6
22,1976.0,38.0,Middle-aged,Graduate,Single,46310,Middle Income,1,0,Yes,2012-12-03,99,0,185,2,88,15,5,14,309,2,0,0,0,0,0,No,0,6,1,5,8
10965,1955.0,59.0,Retirement,Graduate,Relationship,76005,Upper Income,0,0,No,2013-02-22,72,0,983,20,389,240,50,40,1722,1,1,0,0,0,0,Yes,0,3,5,13,6
9426,1964.0,50.0,Pre-retirement,Postgraduate,Single,58308,Middle Income,0,1,Yes,2013-01-12,77,0,691,0,69,10,0,130,900,4,0,0,0,0,0,No,0,2,6,3,8
6605,1944.0,70.0,Elderly,Postgraduate,Single,55614,Middle Income,0,0,No,2013-11-27,85,0,504,13,131,8,0,26,682,1,0,0,0,1,0,Yes,0,9,4,6,7
3136,1962.0,52.0,Pre-retirement,Postgraduate,Single,59432,Middle Income,0,1,Yes,2013-04-13,88,0,317,25,265,25,19,12,663,3,0,0,0,0,0,No,0,5,3,11,5
8737,1978.0,36.0,Middle-aged,Graduate,Single,55563,Middle Income,0,1,Yes,2014-04-05,22,0,29,1,9,2,0,2,43,1,0,0,0,0,0,No,0,2,0,3,3
11088,1971.0,43.0,Middle-aged,Postgraduate,Relationship,78642,Upper Income,0,1,Yes,2013-04-21,83,0,1396,0,322,46,35,17,1816,1,0,0,0,0,0,No,0,4,9,4,6
716,1949.0,65.0,Elderly,Postgraduate,Relationship,67911,Upper Income,0,1,Yes,2014-05-22,63,0,529,0,356,63,28,0,976,3,0,0,0,0,0,No,0,6,7,11,3
466,1944.0,70.0,Elderly,Graduate,Relationship,65275,Middle Income,0,0,No,2013-04-03,9,0,388,14,218,91,14,21,746,1,0,0,0,0,0,No,0,4,3,13,2
9135,1950.0,64.0,Retirement,Graduate,Relationship,27203,Low Income,1,1,Yes,2012-08-06,92,0,13,2,21,4,0,24,64,2,0,0,0,0,0,No,0,1,1,2,8
10623,1961.0,53.0,Pre-retirement,Postgraduate,Relationship,48330,Middle Income,0,1,Yes,2013-11-15,2,0,28,0,4,0,0,0,32,1,0,0,0,0,0,No,0,1,0,3,5
8151,1990.0,24.0,Young,Graduate,Relationship,24279,Low Income,0,0,No,2012-12-29,6,0,16,36,21,20,62,108,263,1,0,0,0,0,0,No,0,4,1,3,8
5140,1985.0,29.0,Early worker,Postgraduate,Relationship,64355,Middle Income,1,0,Yes,2012-08-24,66,0,1047,0,140,67,38,153,1445,2,0,0,0,0,0,No,0,4,3,12,8
10160,1956.0,58.0,Retirement,Postgraduate,Relationship,50943,Middle Income,0,1,Yes,2013-06-21,49,0,31,0,7,2,0,6,46,1,0,0,0,0,0,No,0,1,0,3,5
4945,1953.0,61.0,Retirement,Graduate,Single,53653,Middle Income,0,0,No,2012-11-07,29,0,815,10,239,28,10,108,1210,2,0,0,0,0,0,No,0,10,4,12,6
10584,1976.0,38.0,Middle-aged,Graduate,Relationship,65665,Middle Income,0,1,Yes,2013-12-02,77,0,225,162,387,106,36,29,945,1,0,0,0,0,0,No,0,5,10,8,3
6071,1989.0,25.0,Early worker,Graduate,Single,81217,Upper Income,0,0,No,2013-07-19,77,0,493,70,324,146,40,84,1157,1,0,0,0,0,0,No,0,3,7,11,1
3386,1992.0,22.0,Young,Graduate,Relationship,34935,Low Income,0,0,No,2013-06-21,71,0,34,4,66,3,10,20,137,1,0,0,0,0,0,No,0,2,1,4,7
8939,1959.0,55.0,Retirement,Graduate,Single,61250,Middle Income,0,1,Yes,2012-12-16,49,0,382,138,65,60,26,59,730,6,0,0,0,0,0,No,0,5,2,12,5
9925,1981.0,33.0,Early worker,Postgraduate,Relationship,39665,Middle Income,1,0,Yes,2013-05-25,97,0,127,1,56,0,1,31,216,3,0,0,1,0,0,Yes,0,4,2,3,7
4320,1979.0,35.0,Middle-aged,Graduate,Single,60152,Middle Income,0,1,Yes,2013-03-28,6,0,325,83,300,86,58,91,943,1,0,0,0,0,0,No,0,6,4,12,3
5389,1964.0,50.0,Pre-retirement,Graduate,Relationship,48920,Middle Income,0,2,Yes,2013-10-20,93,0,238,17,68,8,10,6,347,3,0,0,0,1,0,Yes,0,6,2,5,7
6036,1959.0,55.0,Retirement,Postgraduate,Relationship,89120,Upper Income,0,0,No,2014-03-17,78,0,1168,92,408,72,129,55,1924,1,0,0,0,0,1,Yes,0,5,6,7,1
182,1946.0,68.0,Elderly,Postgraduate,Relationship,44124,Middle Income,0,1,Yes,2013-05-11,62,0,284,0,55,0,6,52,397,4,0,0,0,0,0,No,0,6,2,5,8
203,1975.0,39.0,Middle-aged,Postgraduate,Single,81169,Upper Income,0,0,No,2013-04-14,47,0,1288,20,613,80,61,27,2089,1,0,0,0,0,0,No,0,5,7,9,2
11025,1961.0,53.0,Pre-retirement,Graduate,Relationship,36443,Middle Income,1,1,Yes,2013-02-03,9,0,65,0,46,4,3,20,138,4,0,0,0,0,0,No,0,3,1,3,8
10203,1990.0,24.0,Young,Graduate,Single,26095,Low Income,1,0,Yes,2013-06-30,77,0,11,7,9,3,1,11,42,1,0,0,0,0,0,No,0,1,0,3,7
4607,1959.0,55.0,Retirement,Graduate,Relationship,71367,Upper Income,0,0,No,2013-08-23,24,0,227,23,389,42,21,75,777,1,0,0,0,0,0,No,0,4,5,7,2
3711,1944.0,70.0,Elderly,Postgraduate,Relationship,80184,Upper Income,0,0,No,2014-03-01,19,0,1035,134,670,25,38,0,1902,1,1,0,0,0,1,Yes,0,6,3,10,3
3696,1965.0,49.0,Pre-retirement,Graduate,Single,30630,Low Income,1,1,Yes,2014-01-27,67,0,27,1,12,2,0,10,52,2,0,0,0,0,0,No,0,2,0,3,7
2532,1987.0,27.0,Early worker,Postgraduate,Single,73454,Upper Income,0,0,No,2014-03-01,95,0,982,73,351,56,14,175,1651,1,0,0,1,0,0,Yes,0,2,4,6,5
9214,1991.0,23.0,Young,Graduate,Relationship,42691,Middle Income,0,0,No,2013-08-16,48,0,179,2,64,38,17,58,358,1,0,0,0,0,0,No,0,5,1,6,5
4943,1953.0,61.0,Retirement,Graduate,Relationship,70503,Upper Income,0,0,No,2012-09-30,73,0,1379,33,216,0,33,66,1727,1,0,0,0,1,1,Yes,0,2,4,9,6
35,1987.0,27.0,Early worker,Graduate,Relationship,25545,Low Income,1,0,Yes,2012-09-08,35,0,32,1,64,16,12,85,210,3,0,0,0,0,0,No,1,2,2,3,6
2258,1986.0,28.0,Early worker,Graduate,Relationship,32880,Low Income,1,0,Yes,2012-12-04,76,0,8,4,15,7,6,2,42,1,0,0,0,0,0,No,0,1,0,3,8
4322,1958.0,56.0,Retirement,Postgraduate,Relationship,77863,Upper Income,0,0,No,2013-11-27,20,0,881,38,319,16,25,12,1291,1,0,0,0,0,0,No,0,4,5,10,2
713,1977.0,37.0,Middle-aged,Postgraduate,Relationship,50353,Middle Income,0,0,No,2014-06-08,72,0,141,15,153,67,31,35,442,1,0,0,0,0,0,No,0,4,4,6,3
4702,1964.0,50.0,Pre-retirement,Graduate,Single,61839,Middle Income,0,0,No,2012-08-12,20,0,1000,155,379,224,17,120,1895,1,0,0,0,0,0,No,0,4,8,4,8
3281,1960.0,54.0,Pre-retirement,Postgraduate,Relationship,49154,Middle Income,1,1,Yes,2013-11-03,69,0,206,10,67,30,27,71,411,6,0,0,0,0,0,No,0,4,1,8,6
702,1975.0,39.0,Middle-aged,Postgraduate,Single,47682,Middle Income,0,1,Yes,2013-02-15,80,0,162,61,83,97,57,61,521,4,0,0,0,0,0,No,0,4,3,8,5
2004,1969.0,45.0,Pre-retirement,Graduate,Single,72679,Upper Income,0,1,Yes,2013-09-18,65,0,619,54,260,127,54,54,1168,1,0,0,0,0,0,No,0,4,7,5,1
4769,1977.0,37.0,Middle-aged,Postgraduate,Relationship,57954,Middle Income,1,1,Yes,2014-06-18,52,0,456,4,24,0,0,9,493,7,0,0,0,1,0,Yes,0,8,2,6,7
4437,1962.0,52.0,Pre-retirement,Graduate,Relationship,65316,Middle Income,1,1,Yes,2013-04-24,65,0,112,6,92,3,9,38,260,2,0,0,0,0,0,No,0,3,2,5,4
8724,1982.0,32.0,Early worker,Graduate,Single,28567,Low Income,1,0,Yes,2013-06-17,57,0,11,3,22,2,2,6,46,2,0,0,0,0,0,No,0,2,0,3,6
10741,1951.0,63.0,Retirement,Postgraduate,Relationship,47352,Middle Income,0,1,Yes,2013-04-11,70,0,172,12,112,8,0,15,319,4,0,0,0,0,0,No,0,6,1,5,7
1991,1967.0,47.0,Pre-retirement,Graduate,Relationship,44931,Middle Income,0,1,Yes,2014-01-18,0,0,78,0,11,0,0,7,96,1,0,0,0,0,0,No,0,2,1,3,5
6931,1967.0,47.0,Pre-retirement,Graduate,Single,76982,Upper Income,0,0,No,2014-02-15,19,0,464,151,292,65,60,30,1062,1,0,0,0,0,1,Yes,1,8,3,4,4
11096,1952.0,62.0,Retirement,Postgraduate,Relationship,57247,Middle Income,0,1,Yes,2013-08-08,50,0,99,4,32,37,54,6,232,2,0,0,0,0,0,No,0,2,1,7,2
304,1981.0,33.0,Early worker,Postgraduate,Single,22944,Low Income,1,0,Yes,2013-12-23,67,0,19,3,19,4,5,26,76,3,0,0,0,0,0,No,0,3,0,3,7
3665,1977.0,37.0,Middle-aged,Postgraduate,Relationship,25315,Low Income,1,0,Yes,2013-11-07,46,0,1,9,8,11,3,22,54,3,0,0,0,0,0,No,0,3,0,3,8
10591,1969.0,45.0,Pre-retirement,Graduate,Single,43638,Middle Income,0,1,Yes,2012-08-06,37,0,63,10,83,7,19,19,201,2,0,0,0,0,0,No,0,4,1,4,7
5036,1984.0,30.0,Early worker,Postgraduate,Single,42710,Middle Income,1,0,Yes,2012-11-28,38,0,252,3,42,4,3,102,406,2,0,0,0,0,0,No,0,4,5,3,6
5547,1982.0,32.0,Early worker,Postgraduate,Relationship,84169,Upper Income,0,0,No,2013-08-07,9,0,1478,19,403,0,19,0,1919,1,0,0,0,1,1,Yes,1,7,6,6,3
7822,1976.0,38.0,Middle-aged,Graduate,Relationship,54058,Middle Income,0,1,Yes,2013-06-04,56,0,198,18,252,32,108,54,662,2,0,0,0,0,0,No,0,4,6,8,3
8541,1990.0,24.0,Young,Postgraduate,Relationship,24683,Low Income,1,0,Yes,2014-03-08,98,0,8,4,10,6,7,6,41,2,0,0,0,0,0,No,0,2,0,4,5
10955,1964.0,50.0,Pre-retirement,Graduate,Single,85620,Upper Income,0,0,No,2014-01-07,68,0,416,46,925,60,107,46,1600,1,0,0,0,0,0,No,1,3,6,4,1
4368,1980.0,34.0,Early worker,Graduate,Relationship,47850,Middle Income,1,0,Yes,2013-12-03,72,0,42,7,43,20,12,10,134,1,0,0,0,0,0,No,0,3,0,4,6
9671,1968.0,46.0,Pre-retirement,Graduate,Relationship,19514,Low Income,1,1,Yes,2014-01-26,47,0,14,3,21,2,1,28,69,4,0,0,1,0,0,Yes,1,3,1,2,8
2256,1973.0,41.0,Middle-aged,Postgraduate,Relationship,27159,Low Income,1,1,Yes,2014-03-29,33,0,17,0,3,0,0,1,21,2,0,0,0,0,0,No,0,1,0,3,6
4279,1963.0,51.0,Pre-retirement,Postgraduate,Single,39548,Middle Income,1,1,Yes,2014-03-31,87,0,15,4,10,3,4,18,54,2,0,0,0,0,0,No,0,1,1,3,3
5371,1989.0,25.0,Early worker,Graduate,Single,21474,Low Income,1,0,Yes,2014-04-08,0,0,6,16,24,11,0,34,91,2,0,0,1,0,0,Yes,1,3,1,2,7
9240,1971.0,43.0,Middle-aged,Postgraduate,Single,60504,Middle Income,0,1,Yes,2014-02-07,73,0,458,0,24,6,4,34,526,2,0,0,0,0,0,No,0,6,2,8,6
9460,1963.0,51.0,Pre-retirement,Graduate,Relationship,22419,Low Income,0,0,No,2013-04-18,74,0,30,3,47,19,21,42,162,1,0,0,0,0,0,No,0,3,2,2,8
9504,1949.0,65.0,Elderly,Postgraduate,Relationship,81698,Upper Income,0,0,No,2013-11-06,4,0,179,28,520,111,123,47,1008,1,0,0,0,0,0,No,1,3,8,13,1
8692,1952.0,62.0,Retirement,Graduate,Relationship,43462,Middle Income,1,1,Yes,2012-09-12,50,0,90,17,97,15,6,15,240,6,0,0,0,0,0,No,0,4,1,5,8
448,1978.0,36.0,Middle-aged,Postgraduate,Single,54880,Middle Income,1,0,Yes,2013-03-01,57,0,308,85,137,102,45,118,795,2,0,0,0,0,0,No,0,6,2,11,5
8314,1982.0,32.0,Early worker,Graduate,Relationship,79908,Upper Income,0,0,No,2013-04-05,30,0,557,129,761,29,185,111,1772,1,0,0,0,0,1,Yes,0,5,6,7,2
8420,1970.0,44.0,Middle-aged,Postgraduate,Relationship,15315,Low Income,0,0,No,2013-08-03,27,0,7,4,13,15,8,17,64,2,0,0,0,0,0,No,0,2,0,4,5
3174,1959.0,55.0,Retirement,Graduate,Relationship,87771,Upper Income,0,1,Yes,2013-05-22,61,0,1492,38,287,50,57,33,1957,1,1,1,0,1,1,Yes,1,5,10,4,6
7685,1978.0,36.0,Middle-aged,Graduate,Relationship,33039,Low Income,1,0,Yes,2013-09-09,4,0,30,8,12,8,8,12,78,1,0,0,0,0,0,No,0,2,0,4,5
3179,1980.0,34.0,Early worker,Graduate,Single,81741,Upper Income,0,0,No,2013-06-16,75,0,249,153,940,58,134,38,1572,0,0,0,0,0,0,No,0,6,6,7,2
9780,1971.0,43.0,Middle-aged,Postgraduate,Relationship,71499,Upper Income,0,1,Yes,2013-06-25,12,0,465,25,132,136,0,37,795,2,0,0,0,0,0,No,0,8,3,13,4
10681,1970.0,44.0,Middle-aged,Postgraduate,Relationship,62466,Middle Income,0,1,Yes,2014-01-15,13,0,129,129,259,168,121,83,889,5,0,0,0,0,0,No,0,6,3,12,4
10232,1963.0,51.0,Pre-retirement,Postgraduate,Single,48799,Middle Income,0,1,Yes,2013-11-05,9,0,174,18,81,28,6,24,331,3,0,0,0,0,0,No,0,3,2,7,3
4184,1950.0,64.0,Retirement,Postgraduate,Relationship,52157,Middle Income,0,1,Yes,2014-06-07,48,0,189,2,29,3,2,40,265,2,0,0,0,0,0,No,0,3,2,5,4
9120,1962.0,52.0,Pre-retirement,Graduate,Single,66565,Middle Income,0,1,Yes,2012-12-05,80,0,747,10,161,65,40,42,1065,4,0,0,0,0,0,No,0,4,2,9,8
891,1951.0,63.0,Retirement,Postgraduate,Relationship,29298,Low Income,1,1,Yes,2013-09-07,60,0,6,0,2,2,0,1,11,1,0,0,0,0,0,No,0,1,0,2,5
10381,1979.0,35.0,Middle-aged,Graduate,Single,47691,Middle Income,0,1,Yes,2013-07-05,43,0,14,0,3,0,0,4,21,1,0,0,0,0,0,No,0,1,0,2,6
3525,1970.0,44.0,Middle-aged,Graduate,Relationship,38200,Middle Income,1,1,Yes,2012-12-07,19,0,12,0,4,0,0,1,17,1,0,0,0,0,0,No,0,1,0,2,7
6818,1974.0,40.0,Middle-aged,Graduate,Relationship,44989,Middle Income,0,1,Yes,2012-09-12,26,0,98,0,106,49,10,106,369,5,0,0,0,0,0,No,0,5,1,5,6
3526,1968.0,46.0,Pre-retirement,Postgraduate,Relationship,38443,Middle Income,1,1,Yes,2014-01-27,58,0,32,0,5,0,0,1,38,2,0,0,0,0,0,No,0,1,0,3,7
8181,1978.0,36.0,Middle-aged,Postgraduate,Single,38593,Middle Income,1,0,Yes,2013-09-13,42,0,51,12,49,17,24,24,177,3,0,0,0,0,0,No,0,4,1,3,8
1029,1970.0,44.0,Middle-aged,Postgraduate,Relationship,64413,Middle Income,0,1,Yes,2013-08-01,27,0,200,5,44,0,10,20,279,1,0,0,0,0,0,No,0,5,1,5,5
7369,1981.0,33.0,Early worker,Postgraduate,Relationship,36959,Middle Income,1,0,Yes,2013-10-02,56,0,25,6,25,6,0,0,62,2,0,0,0,0,0,No,0,2,0,3,8
2574,1977.0,37.0,Middle-aged,Postgraduate,Relationship,61996,Middle Income,0,1,Yes,2013-01-31,27,0,1050,12,144,0,0,24,1230,3,1,1,0,1,0,Yes,1,6,4,8,5
8159,1968.0,46.0,Pre-retirement,Graduate,Relationship,51287,Middle Income,1,1,Yes,2014-04-01,10,0,117,0,22,13,0,30,182,3,0,0,0,0,0,No,0,4,1,3,7
1160,1970.0,44.0,Middle-aged,Graduate,Relationship,13260,Low Income,1,1,Yes,2013-08-23,48,0,9,4,17,10,2,7,49,4,0,0,0,0,0,No,0,3,0,3,8
10242,1966.0,48.0,Pre-retirement,Postgraduate,Relationship,47472,Middle Income,1,1,Yes,2013-09-16,39,0,56,0,11,0,0,8,75,2,0,0,0,0,0,No,0,2,0,4,5
5253,1956.0,58.0,Retirement,Postgraduate,Relationship,54603,Middle Income,1,1,Yes,2013-07-09,85,0,145,13,46,17,2,4,227,6,0,0,0,0,0,No,0,4,2,4,7
5966,1974.0,40.0,Middle-aged,Postgraduate,Relationship,45207,Middle Income,1,1,Yes,2012-11-10,64,0,203,0,10,0,0,2,215,5,0,0,0,1,0,Yes,0,3,1,6,6
